userId,movieId,rating,pred_rating
32,44,3.0,3.11
32,110,5.0,4.99
32,150,5.0,4.34
32,153,4.0,2.8
32,158,3.0,2.87
32,165,4.0,3.87
32,168,3.0,3.53
32,204,4.0,3.53
32,208,4.0,3.32
32,225,2.0,3.07
32,231,5.0,3.72
32,252,3.0,3.39
32,261,4.0,3.61
32,266,3.0,3.91
32,292,5.0,4.11
32,296,2.0,3.78
32,300,3.0,3.12
32,316,3.0,4.16
32,317,3.0,3.24
32,333,3.0,4.06
32,337,4.0,3.9
32,349,5.0,4.0
32,350,3.0,3.47
32,356,5.0,4.85
32,364,3.0,3.95
32,367,4.0,3.35
32,377,4.0,4.14
32,380,3.0,4.11
32,410,3.0,2.76
32,420,2.0,2.45
32,428,3.0,3.4
32,432,3.0,2.94
32,434,3.0,3.57
32,440,4.0,3.79
32,442,4.0,3.07
32,457,5.0,4.34
32,480,5.0,4.05
32,553,5.0,4.07
32,590,5.0,4.46
32,592,4.0,3.51
32,595,2.0,3.42
36,6,3.0,3.63
36,16,3.0,3.83
36,18,4.0,3.82
36,21,3.0,3.54
36,25,4.0,3.87
36,31,3.0,3.07
36,32,5.0,4.01
36,36,4.0,3.99
36,41,3.0,3.81
36,45,4.0,3.8
36,50,4.0,4.39
36,52,3.0,3.64
36,55,4.0,3.4
36,57,4.0,3.24
36,58,5.0,4.07
36,68,4.0,3.37
36,144,4.0,3.87
36,145,3.0,3.23
36,147,3.0,3.66
36,151,3.0,3.67
36,165,3.0,3.26
36,216,3.0,3.3
36,223,5.0,3.84
36,232,5.0,4.3
36,242,4.0,3.81
36,246,4.0,3.89
36,248,2.0,2.69
36,249,4.0,3.19
36,252,3.0,3.04
36,256,3.0,2.91
36,260,5.0,3.91
36,261,4.0,3.85
36,265,5.0,4.04
36,272,4.0,4.05
36,273,3.0,2.95
36,277,3.0,2.88
36,282,3.0,3.43
36,288,4.0,3.83
36,293,5.0,4.19
36,296,4.0,4.4
36,300,4.0,3.78
36,306,5.0,4.17
36,307,5.0,4.33
36,308,5.0,4.5
36,312,3.0,3.49
36,315,5.0,3.41
36,318,4.0,4.49
36,334,4.0,3.44
36,345,4.0,3.87
36,348,3.0,3.82
36,350,3.0,3.45
36,356,3.0,3.82
36,357,4.0,3.85
36,362,4.0,3.08
36,368,3.0,3.32
36,372,3.0,3.18
36,381,3.0,3.18
36,382,3.0,2.88
36,412,5.0,3.72
36,420,3.0,3.21
36,431,4.0,3.8
36,432,3.0,2.23
36,434,3.0,3.08
36,440,3.0,3.67
36,454,3.0,3.25
36,457,3.0,3.74
36,469,4.0,3.37
36,475,4.0,4.21
36,480,3.0,3.45
36,481,4.0,3.28
36,491,3.0,3.71
36,508,4.0,3.69
36,509,4.0,4.05
36,515,3.0,4.19
36,521,4.0,3.64
36,524,3.0,3.56
36,527,5.0,4.1
36,531,4.0,3.76
36,532,3.0,3.04
36,534,4.0,4.43
36,539,3.0,3.25
36,540,3.0,2.67
36,543,3.0,3.33
36,551,3.0,4.02
36,586,2.0,2.8
36,587,3.0,3.0
36,588,3.0,3.53
36,590,3.0,3.28
36,592,3.0,3.33
36,593,4.0,4.18
36,597,3.0,3.25
36,640,3.0,3.15
36,778,5.0,4.24
36,788,2.0,3.03
36,838,4.0,4.03
36,1036,3.0,3.66
36,1356,4.0,3.27
36,1367,3.0,2.89
39,6,4.0,4.23
39,10,5.0,4.25
39,16,5.0,3.57
39,21,3.0,3.31
39,22,4.0,3.82
39,47,4.0,4.54
39,50,3.0,4.2
39,69,3.0,3.36
39,70,5.0,4.46
39,76,3.0,3.45
39,110,5.0,4.65
39,145,3.0,3.89
39,150,4.0,3.87
39,153,3.0,3.33
39,162,5.0,4.13
39,165,5.0,3.9
39,168,3.0,3.44
39,177,4.0,4.01
39,180,5.0,4.45
39,188,2.0,3.2
39,198,5.0,4.22
39,220,4.0,3.96
39,223,4.0,3.66
39,231,4.0,3.86
39,253,4.0,3.73
39,273,3.0,3.74
39,285,4.0,3.91
39,288,4.0,4.66
39,293,4.0,4.77
39,296,5.0,3.96
39,315,4.0,3.92
39,316,4.0,4.33
39,328,5.0,3.92
39,330,2.0,2.36
39,332,3.0,2.92
39,333,3.0,3.93
39,338,3.0,3.37
39,344,4.0,4.21
39,353,5.0,4.23
39,366,3.0,3.19
39,380,5.0,4.04
39,426,3.0,2.89
39,434,4.0,3.85
39,457,4.0,4.12
39,553,4.0,3.88
39,555,4.0,3.8
39,588,3.0,3.65
39,590,3.0,3.87
39,592,3.0,3.79
39,593,3.0,4.1
39,595,3.0,3.18
39,606,4.0,3.82
39,611,5.0,4.45
39,648,4.0,4.63
39,662,5.0,4.17
39,663,4.0,4.05
39,743,4.0,3.1
73,1,5.0,4.0
73,2,2.5,2.85
73,6,4.5,4.24
73,10,3.0,3.23
73,15,2.5,1.93
73,16,4.0,4.15
73,19,1.5,2.14
73,21,3.5,3.65
73,25,4.5,3.64
73,31,3.5,3.29
73,32,5.0,4.3
73,34,2.5,2.99
73,36,4.5,3.71
73,39,4.0,3.22
73,44,3.0,2.38
73,47,5.0,4.78
73,48,2.0,2.87
73,50,5.0,4.75
73,60,2.0,2.6
73,63,3.5,3.36
73,65,2.0,2.2
73,69,4.0,3.84
73,70,3.5,3.7
73,101,3.5,3.77
73,104,2.5,3.28
73,107,3.0,3.19
73,110,4.0,4.28
73,111,3.5,4.5
73,112,3.5,3.18
73,145,3.0,3.62
73,147,4.5,4.54
73,150,3.5,4.02
73,153,1.0,1.84
73,158,2.0,2.57
73,160,3.0,2.07
73,163,3.5,3.92
73,165,3.5,3.46
73,168,2.5,2.53
73,169,0.5,1.0
73,172,3.5,2.87
73,173,3.0,2.26
73,175,4.5,4.24
73,177,3.0,3.72
73,180,3.5,3.7
73,185,2.5,2.73
73,193,3.0,2.19
73,198,4.0,4.27
73,208,3.0,2.56
73,215,5.0,5.0
73,216,4.0,2.9
73,223,4.5,4.4
73,231,3.5,3.16
73,233,4.0,4.6
73,235,4.0,4.32
73,239,3.0,3.07
73,246,4.5,3.35
73,247,4.0,3.32
73,253,3.5,3.7
73,256,2.5,2.32
73,258,2.0,2.26
73,260,4.5,5.0
73,266,4.0,3.62
73,267,3.0,3.28
73,288,3.5,3.2
73,292,3.0,3.09
73,293,5.0,4.51
73,296,5.0,4.82
73,300,4.0,3.81
73,316,3.0,3.35
73,318,5.0,4.53
73,319,4.0,3.74
73,322,4.5,4.0
73,327,2.5,2.25
73,333,2.0,2.97
73,337,3.5,4.03
73,338,3.0,3.44
73,344,2.0,3.03
73,349,3.0,3.56
73,352,3.5,3.32
73,353,4.0,3.86
73,356,5.0,4.07
73,364,5.0,3.76
73,367,2.0,2.69
73,368,3.0,3.46
73,374,2.5,1.34
73,377,3.0,2.99
73,380,3.0,3.29
73,407,3.5,3.38
73,409,2.5,2.55
73,410,2.5,2.65
73,413,2.5,2.06
73,428,4.0,3.52
73,431,3.5,4.21
73,435,2.5,2.77
73,441,3.5,3.61
73,442,3.5,3.33
73,456,4.0,3.9
73,457,4.0,3.72
73,466,2.5,2.97
73,471,4.0,4.36
73,474,3.5,3.91
73,480,4.0,3.62
73,481,3.5,3.81
73,482,4.0,3.37
73,485,3.0,2.96
73,493,4.0,3.52
73,497,3.5,3.88
73,500,3.5,3.08
73,502,3.0,1.78
73,507,3.5,3.86
73,508,4.0,3.74
73,510,0.5,1.0
73,514,3.5,3.57
73,520,4.0,3.34
73,522,3.0,3.48
73,527,5.0,4.6
73,541,4.5,4.58
73,551,3.5,3.98
73,553,4.0,3.83
73,555,4.0,4.02
73,575,3.5,3.1
73,585,2.5,2.42
73,586,3.5,2.8
73,588,5.0,3.7
73,589,3.0,4.17
73,590,4.5,4.18
73,592,4.0,3.57
73,593,4.5,4.62
73,594,3.5,3.87
73,595,4.5,3.38
73,596,3.5,3.53
73,597,3.0,2.67
73,608,4.0,4.47
73,610,1.5,3.3
73,628,4.5,3.85
73,631,3.0,3.62
73,648,3.0,3.18
73,653,2.5,2.5
73,673,3.0,2.37
73,694,3.0,3.13
73,704,3.0,2.72
73,708,2.5,2.86
73,719,2.5,2.48
73,733,3.0,3.32
73,735,4.0,3.73
73,736,1.5,2.68
73,737,2.5,1.77
73,741,4.0,3.83
73,742,2.5,2.6
73,745,4.0,3.81
73,748,3.5,2.67
73,761,2.5,2.69
73,778,5.0,4.32
73,780,3.5,2.93
73,784,1.0,2.4
73,785,3.5,3.01
73,786,2.0,2.36
73,788,2.5,2.75
73,799,3.5,3.13
73,802,3.0,3.08
73,832,2.5,3.04
73,849,3.5,2.06
73,858,5.0,4.99
73,880,2.5,1.76
73,904,4.5,4.44
73,909,4.0,3.92
73,919,4.0,3.71
73,924,1.5,4.28
73,940,4.5,5.0
73,968,4.0,4.42
73,1015,3.5,2.7
73,1020,3.0,3.47
73,1022,3.5,3.64
73,1025,3.5,4.1
73,1027,3.5,3.34
73,1029,3.0,3.65
73,1032,3.0,4.03
73,1033,3.5,3.43
73,1036,4.5,3.95
73,1049,3.5,3.28
73,1059,3.5,3.72
73,1060,4.0,4.21
73,1061,4.0,3.89
73,1080,4.5,4.22
73,1089,3.5,4.51
73,1090,5.0,4.6
73,1093,2.0,3.05
73,1094,3.5,3.87
73,1097,4.0,3.94
73,1101,3.5,3.42
73,1120,3.5,4.14
73,1127,4.0,3.87
73,1129,4.0,3.59
73,1136,3.0,4.57
73,1148,4.0,4.01
73,1185,4.0,4.73
73,1186,3.5,3.7
73,1193,4.5,4.65
73,1194,4.0,3.64
73,1196,5.0,4.95
73,1197,5.0,4.16
73,1198,5.0,4.45
73,1199,4.5,3.74
73,1200,5.0,4.29
73,1201,5.0,4.25
73,1203,4.5,4.56
73,1204,5.0,4.46
73,1206,4.5,4.2
73,1208,5.0,4.56
73,1210,5.0,4.78
73,1213,5.0,4.57
73,1214,5.0,4.31
73,1215,4.5,4.16
73,1218,4.5,4.12
73,1220,3.5,3.93
73,1221,5.0,5.0
73,1222,4.5,4.52
73,1225,3.0,3.99
73,1228,4.5,4.36
73,1240,4.5,4.22
73,1241,4.0,3.07
73,1242,3.5,4.32
73,1245,4.0,4.18
73,1246,3.5,3.79
73,1252,4.0,4.43
73,1255,4.5,3.47
73,1257,4.0,3.67
73,1258,4.0,4.19
73,1259,3.5,4.17
73,1261,4.5,3.86
73,1262,4.0,4.37
73,1263,4.0,4.62
73,1265,4.0,3.9
73,1266,4.5,4.21
73,1270,5.0,4.24
73,1274,4.5,4.11
73,1275,4.0,4.17
73,1282,4.0,4.13
73,1285,3.5,3.71
73,1288,2.5,4.32
73,1291,5.0,3.89
73,1293,4.5,4.24
73,1298,1.5,3.63
73,1299,3.5,4.65
73,1302,2.0,3.33
73,1320,3.5,3.31
73,1321,3.0,3.67
73,1339,3.0,4.22
73,1342,3.0,3.2
73,1343,4.0,3.74
73,1345,4.0,3.44
73,1347,3.5,3.44
73,1350,3.0,3.22
73,1356,3.5,3.62
73,1358,4.0,3.14
73,1359,2.0,1.38
73,1367,2.5,2.92
73,1370,3.0,3.15
73,1372,3.5,3.5
73,1374,4.0,3.63
73,1377,3.5,3.13
73,1380,4.0,2.9
73,1387,4.0,3.97
73,1391,3.0,3.25
73,1393,4.0,3.54
73,1394,4.0,3.92
73,1396,4.0,3.63
73,1405,3.5,3.56
73,1407,4.0,3.86
73,1408,3.0,3.84
73,1438,2.5,2.97
73,1456,1.0,1.06
73,1464,3.5,3.41
73,1466,4.0,4.21
73,1479,2.5,2.78
73,1485,3.5,2.9
73,1499,2.0,1.83
73,1500,4.0,4.11
73,1515,3.0,2.09
73,1517,3.5,3.63
73,1527,3.5,3.62
73,1544,3.0,2.7
73,1552,2.5,2.46
73,1562,0.5,1.86
73,1566,4.0,3.49
73,1573,3.5,3.28
73,1580,3.0,3.71
73,1584,3.0,4.25
73,1587,4.0,4.31
73,1590,4.5,3.41
73,1591,3.0,2.69
73,1595,0.5,1.0
73,1597,3.5,3.35
73,1599,1.0,1.24
73,1603,2.5,2.69
73,1608,3.5,2.73
73,1617,4.5,4.45
73,1625,4.0,4.4
73,1639,3.5,4.33
73,1644,1.5,2.77
73,1645,3.0,3.67
73,1653,3.5,4.34
73,1673,4.0,3.74
73,1674,3.5,3.94
73,1676,3.0,3.65
73,1681,1.5,1.11
73,1682,4.5,3.74
73,1690,2.0,2.24
73,1704,4.0,4.14
73,1707,1.5,1.41
73,1721,0.5,2.89
73,1729,3.5,3.57
73,1732,4.0,4.01
73,1748,4.0,4.03
73,1752,2.0,2.09
73,1753,4.5,3.43
73,1760,0.5,1.05
73,1762,3.5,3.34
73,1777,3.0,3.81
73,1779,3.0,2.26
73,1784,4.5,4.16
73,1785,3.5,3.56
73,1792,2.5,2.9
73,1826,1.0,1.15
73,1840,3.5,3.27
73,1858,3.0,2.82
73,1862,1.0,1.32
73,1876,2.5,3.02
73,1882,1.0,1.98
73,1884,3.5,3.91
73,1909,3.5,3.32
73,1911,3.0,2.73
73,1912,4.5,3.69
73,1916,4.0,4.19
73,1917,2.0,2.36
73,1920,2.5,2.22
73,1923,3.0,3.65
73,1953,3.5,4.1
73,1954,4.5,3.71
73,1961,4.0,4.15
73,1965,3.5,3.15
73,1967,5.0,4.03
73,1968,4.5,3.8
73,1974,3.5,3.43
73,1982,4.0,3.21
73,1991,3.5,2.91
73,1994,4.0,3.59
73,1997,4.0,3.77
73,2000,4.0,4.08
73,2003,4.5,3.69
73,2004,4.0,3.08
73,2005,5.0,4.07
73,2006,3.0,3.49
73,2009,4.0,3.93
73,2011,4.0,3.9
73,2012,2.5,3.14
73,2018,4.5,3.85
73,2021,3.5,3.77
73,2023,2.5,3.73
73,2028,4.5,4.29
73,2033,3.5,3.52
73,2052,3.5,3.15
73,2054,3.5,2.73
73,2058,2.5,3.17
73,2060,2.5,3.08
73,2076,4.0,3.76
73,2078,5.0,3.64
73,2080,3.5,3.26
73,2081,3.5,2.97
73,2082,3.5,2.65
73,2087,3.5,3.89
73,2089,3.5,3.3
73,2090,3.5,4.13
73,2093,4.0,3.9
73,2096,3.0,3.43
73,2105,3.0,3.77
73,2115,5.0,3.99
73,2123,4.0,3.76
73,2124,3.5,3.27
73,2134,4.0,3.62
73,2138,4.5,3.82
73,2139,4.0,2.74
73,2140,4.0,3.48
73,2142,3.5,3.31
73,2143,3.5,3.64
73,2144,4.5,3.82
73,2148,3.5,3.46
73,2150,3.0,3.15
73,2159,3.0,3.06
73,2161,3.5,3.14
73,2164,1.0,1.0
73,2167,3.0,3.76
73,2174,4.0,3.68
73,2193,4.0,3.54
73,2194,4.0,4.35
73,2195,3.0,3.04
73,2231,4.0,3.96
73,2232,4.0,4.52
73,2248,3.5,3.85
73,2252,4.0,3.97
73,2273,3.5,3.49
73,2278,4.0,4.26
73,2288,4.0,4.24
73,2289,4.0,4.31
73,2291,3.5,3.74
73,2294,3.5,3.16
73,2302,3.0,3.31
73,2305,4.5,4.44
73,2315,2.5,2.13
73,2318,4.5,4.25
73,2321,3.0,3.59
73,2324,3.5,3.91
73,2327,3.5,3.48
73,2329,4.5,4.34
73,2335,3.0,2.79
73,2340,0.5,1.56
73,2353,2.5,3.39
73,2355,3.0,3.43
73,2360,4.0,4.29
73,2378,3.5,3.28
73,2387,3.5,2.83
73,2391,3.5,3.07
73,2394,3.5,3.58
73,2395,4.5,4.15
73,2396,4.0,3.82
73,2402,3.0,2.67
73,2403,3.5,3.71
73,2404,3.0,1.73
73,2406,3.0,3.48
73,2409,4.0,3.68
73,2410,3.0,3.26
73,2411,3.5,3.21
73,2412,2.0,1.34
73,2420,4.5,3.06
73,2421,4.0,2.62
73,2422,3.0,1.89
73,2424,1.5,2.28
73,2427,4.0,3.75
73,2428,2.0,1.78
73,2429,2.0,2.62
73,2431,4.0,3.52
73,2451,3.5,3.47
73,2455,4.0,3.88
73,2459,4.5,4.24
73,2460,3.0,2.85
73,2467,4.5,4.46
73,2470,3.0,3.32
73,2490,3.5,3.95
73,2495,3.5,3.51
73,2502,4.5,3.9
73,2528,3.5,3.86
73,2529,4.5,4.14
73,2541,2.0,3.19
73,2542,4.5,4.02
73,2551,3.0,4.34
73,2555,1.0,1.15
73,2560,4.0,2.83
73,2571,4.5,4.69
73,2572,3.5,3.53
73,2580,4.5,3.88
73,2582,3.0,2.87
73,2596,4.0,3.38
73,2599,4.5,3.59
73,2605,2.0,2.91
73,2606,3.5,3.34
73,2617,3.5,3.04
73,2628,2.5,3.08
73,2657,2.0,2.86
73,2671,3.0,3.05
73,2683,3.0,3.0
73,2687,4.0,3.37
73,2692,4.5,4.11
73,2694,3.0,2.86
73,2699,3.0,2.76
73,2700,3.5,3.23
73,2701,2.0,1.89
73,2706,3.5,3.33
73,2707,4.0,3.75
73,2710,3.5,3.49
73,2712,4.5,3.92
73,2713,1.5,2.02
73,2716,4.5,4.15
73,2717,3.0,2.72
73,2720,1.0,1.98
73,2722,2.5,2.79
73,2723,3.0,3.3
73,2724,2.5,1.91
73,2728,4.0,4.36
73,2734,3.0,3.51
73,2746,3.0,2.87
73,2761,2.5,3.7
73,2762,4.0,4.0
73,2770,3.0,2.71
73,2791,3.5,4.16
73,2797,3.5,3.87
73,2798,3.0,2.97
73,2804,4.0,3.67
73,2808,2.0,2.19
73,2841,4.0,3.2
73,2858,4.5,4.49
73,2860,3.0,2.57
73,2862,3.5,3.23
73,2867,4.0,3.95
73,2871,4.5,3.98
73,2872,3.5,3.88
73,2879,3.5,3.46
73,2890,3.5,3.79
73,2900,3.0,2.99
73,2901,3.5,3.35
73,2915,3.5,3.22
73,2916,4.0,3.79
73,2918,4.5,4.27
73,2921,4.0,4.06
73,2924,4.5,4.59
73,2947,4.0,4.41
73,2948,4.5,3.78
73,2951,4.0,4.08
73,2952,4.0,3.34
73,2953,2.5,1.87
73,2959,5.0,4.79
73,2968,3.5,4.2
73,2974,1.0,1.0
73,2985,4.0,4.27
73,2987,3.5,3.76
73,2997,4.5,4.41
73,3006,4.5,4.19
73,3013,3.5,3.38
73,3016,4.0,3.3
73,3018,3.5,3.35
73,3019,4.0,3.89
73,3020,4.0,3.89
73,3033,3.5,4.29
73,3034,4.5,4.17
73,3036,4.0,4.04
73,3052,3.0,3.69
73,3070,3.0,3.64
73,3081,2.5,3.68
73,3082,2.5,3.0
73,3101,3.5,3.34
73,3104,4.0,4.18
73,3108,4.0,4.12
73,3114,4.0,3.83
73,3146,2.0,2.22
73,3147,3.5,3.79
73,3153,4.0,4.09
73,3160,3.5,3.24
73,3173,2.5,3.25
73,3174,4.0,3.25
73,3175,2.5,3.09
73,3178,4.0,3.81
73,3210,3.5,3.87
73,3213,4.5,4.13
73,3252,4.0,3.84
73,3253,3.5,3.39
73,3254,2.5,3.44
73,3255,2.5,3.21
73,3256,3.0,3.63
73,3263,4.0,3.15
73,3265,4.0,4.57
73,3267,3.5,3.94
73,3273,2.5,2.36
73,3275,3.5,3.95
73,3298,4.0,3.83
73,3300,3.5,3.54
73,3328,4.5,4.24
73,3360,3.5,3.18
73,3361,3.5,4.03
73,3362,4.0,3.77
73,3363,4.0,4.42
73,3424,4.0,3.54
73,3426,3.5,3.32
73,3438,3.5,3.03
73,3439,3.0,2.76
73,3440,1.5,1.75
73,3448,3.5,3.77
73,3471,3.0,3.97
73,3476,4.0,4.52
73,3479,4.0,4.06
73,3481,4.0,4.21
73,3489,3.5,2.99
73,3499,4.0,3.77
73,3527,3.5,3.69
73,3535,4.5,4.26
73,3552,4.0,3.87
73,3554,3.0,3.43
73,3555,2.0,3.11
73,3573,0.5,1.0
73,3574,0.5,1.0
73,3578,4.0,4.47
73,3581,4.0,3.89
73,3593,0.5,1.19
73,3617,2.5,3.14
73,3623,2.0,2.39
73,3671,3.0,4.04
73,3681,4.5,4.44
73,3687,3.5,3.53
73,3688,3.0,3.33
73,3696,4.0,4.46
73,3698,4.0,3.23
73,3702,2.5,3.86
73,3703,3.5,4.15
73,3704,3.5,3.65
73,3706,4.5,3.93
73,3717,3.5,2.6
73,3727,3.5,3.66
73,3728,4.0,4.18
73,3735,4.0,4.0
73,3740,3.5,3.32
73,3745,3.5,2.95
73,3751,2.0,3.28
73,3752,2.5,3.02
73,3753,3.0,3.41
73,3755,3.0,2.48
73,3761,4.0,3.96
73,3785,3.0,2.57
73,3793,2.5,3.9
73,3821,1.5,1.67
73,3826,1.5,1.7
73,3843,4.0,3.92
73,3852,3.5,3.7
73,3861,2.5,3.18
73,3882,1.5,2.48
73,3897,4.0,4.19
73,3916,3.5,3.53
73,3917,3.0,3.81
73,3948,4.0,3.51
73,3949,4.0,4.44
73,3950,3.5,3.53
73,3955,3.0,3.04
73,3961,3.0,2.92
73,3962,2.5,2.57
73,3967,3.5,3.56
73,3970,4.5,4.5
73,3972,4.0,4.06
73,3977,2.0,2.28
73,3979,0.5,1.86
73,3986,3.0,3.1
73,3994,2.5,3.17
73,3996,3.5,4.14
73,4002,3.0,3.94
73,4006,4.0,3.98
73,4007,4.0,5.0
73,4011,4.5,4.06
73,4014,4.0,3.97
73,4015,2.5,2.17
73,4018,3.0,2.39
73,4019,3.0,3.29
73,4022,3.0,3.29
73,4025,2.5,2.35
73,4027,4.5,3.85
73,4034,4.5,3.79
73,4054,2.0,2.86
73,4069,1.5,1.62
73,4085,3.5,4.09
73,4103,4.5,4.41
73,4105,4.0,3.81
73,4128,3.5,4.09
73,4135,3.5,3.52
73,4148,3.0,3.58
73,4214,3.5,4.32
73,4223,3.5,4.14
73,4226,4.5,4.54
73,4232,0.5,3.09
73,4239,4.5,3.82
73,4246,2.5,2.56
73,4255,0.5,1.0
73,4262,4.0,4.26
73,4270,2.5,2.47
73,4275,4.0,3.8
73,4299,2.5,3.73
73,4306,4.0,3.64
73,4308,2.5,3.52
73,4310,1.0,2.21
73,4340,2.0,1.77
73,4343,2.5,2.09
73,4344,3.5,2.77
73,4351,4.0,2.92
73,4361,4.0,3.88
73,4367,1.5,2.62
73,4369,5.0,3.02
73,4370,2.5,2.85
73,4378,3.5,3.24
73,4388,2.0,2.29
73,4415,3.5,3.57
73,4437,3.5,4.27
73,4438,4.0,4.37
73,4441,3.0,3.11
73,4443,4.0,4.1
73,4444,4.0,4.1
73,4447,1.5,2.22
73,4448,3.5,3.54
73,4454,3.5,3.99
73,4467,4.5,4.25
73,4488,3.5,3.47
73,4519,5.0,4.62
73,4533,3.0,3.51
73,4553,4.5,4.49
73,4571,3.5,3.74
73,4577,4.0,4.06
73,4614,3.5,3.54
73,4618,3.5,3.32
73,4619,2.5,2.92
73,4621,2.0,2.29
73,4624,4.0,3.91
73,4638,3.0,1.99
73,4641,4.0,3.32
73,4642,4.0,4.02
73,4643,2.5,2.56
73,4697,3.5,3.64
73,4701,3.0,2.98
73,4713,4.5,4.36
73,4718,3.0,3.22
73,4720,3.5,3.55
73,4728,1.5,2.44
73,4734,3.0,3.19
73,4744,1.5,1.76
73,4775,0.5,1.0
73,4776,3.5,3.69
73,4800,4.0,4.04
73,4816,2.0,3.24
73,4823,3.0,3.17
73,4846,4.0,3.9
73,4848,3.5,3.69
73,4855,4.0,4.21
73,4865,3.5,3.79
73,4873,4.0,4.33
73,4874,4.0,3.29
73,4878,4.0,4.34
73,4886,3.0,3.68
73,4890,2.5,3.02
73,4896,3.0,3.26
73,4899,2.0,2.18
73,4915,3.5,3.27
73,4963,3.5,3.93
73,4974,3.0,2.99
73,4975,3.5,3.41
73,4979,4.0,4.08
73,4980,3.5,3.32
73,4987,3.0,3.11
73,4989,3.0,3.11
73,4993,5.0,4.84
73,4995,4.5,3.88
73,5010,4.0,4.92
73,5014,4.5,3.78
73,5025,3.0,2.73
73,5040,3.5,3.49
73,5055,3.0,3.75
73,5064,4.0,3.99
